pdockq1,pdockq2,pred_contact,pdb_id,IntraclashesGroup1,IntraclashesGroup2,Interaction Energy,Backbone Hbond,Sidechain Hbond,Van der Waals,Electrostatics,Solvation Polar,Solvation Hydrophobic,Van der Waals clashes,entropy sidechain,entropy mainchain,sloop_entropy,mloop_entropy,cis_bond,torsional clash,backbone clash,helix dipole,water bridge,disulfide,electrostatic kon,partial covalent bonds,energy Ionisation,Entropy Complex,Number of Residues,Interface Residues,Interface Residues Clashing,Interface Residues VdW Clashing,Interface Residues BB Clashing,ptm_iptm
0.018,0.286,39.0,5LE5_J_5LE5_K_2,54.5166,63.2925,21.0674,-0.665736,-3.26474,-9.80342,-1.78308,16.3528,-12.5652,21.783,7.5753,2.9027,0,0,0,0.452599,3.56803,0.146514,0,0,-0.0805641,0,0.0172026,2.384,405,37,10,9,1,0.4353874749648843
0.019,0.432,42.0,5LE5_J_5LE5_K_0,63.6315,63.4102,20.1284,-1.0065,-3.12105,-13.936,-2.75057,23.8275,-15.5631,20.7393,10.251,1.46194,0,0,0,0.298459,3.7528,0.541182,0,0,-0.613851,0,0.0,2.384,405,33,8,8,0,0.48386430596539187
0.017,0.214,24.0,5LE5_E_5LE5_J_0,53.6512,82.1872,64.7551,-1.7323,-0.54161,-10.5864,-0.483369,13.175,-14.2811,71.3876,7.82253,0.393026,0,0,0,0.0809397,2.96237,-0.512412,0,0,0.0330939,0,1.11022e-16,2.384,464,21,7,7,0,0.3900505663704014
0.017,0.175,25.0,5LE5_E_5LE5_J_1,50.3944,72.0199,100.885,-1.17911,-0.0507186,-10.5518,0.499575,14.4372,-13.649,103.746,7.43936,0.0251181,0,0,0,0.0953356,2.184,-0.121618,0,0,0.194487,0,0.0,2.384,464,23,12,12,0,0.32941527526314157
0.011,0.137,37.0,5LE5_E_5LE5_J_4,59.2031,101.087,363.601,-1.19448,-0.368681,-12.8398,-1.51074,17.2394,-18.21,372.604,7.61386,0.646507,0,0,0,0.0960867,16.9574,-0.255398,0,0,-0.219981,0,2.22045e-16,2.384,464,31,18,18,5,0.2177739484886952
0.011,0.12,26.0,5LE5_E_5LE5_J_3,59.8085,83.7819,289.713,-1.36433,-1.01475,-11.7607,3.09269,17.7927,-12.7154,290.676,5.5728,0.891122,0,0,0,0.0783133,4.20456,-1.6745,0,0,0.138418,0,0.0,2.384,464,25,11,11,0,0.21787891385138114
0.012,0.173,23.0,5LE5_E_5LE5_J_2,54.0854,91.0215,79.0602,-0.648104,-1.83011,-10.3955,1.8286,13.2999,-12.0066,83.1759,5.61515,0.265187,0,0,0,0.0696718,4.34196,-0.255958,0,0,-0.0580383,0,-1.11022e-16,2.384,464,28,12,11,2,0.2535141791417762
0.011,0.414,214.0,5LE5_A_5LE5_A_4,98.1937,163.034,893.945,-2.7164,-2.50799,-43.6733,-2.11338,84.8056,-57.0403,884.493,19.0772,12.1089,0,0,0,2.37641,226.275,-0.476246,0,0,-0.50258,0,0.113826,2.384,468,95,58,56,27,0.20387822804584138
0.011,0.137,110.0,5LE5_A_5LE5_A_2,112.577,168.884,479.888,-1.34483,-4.44669,-28.9213,0.561347,48.1638,-36.4849,481.809,15.307,4.74094,0,0,0,0.33659,22.5111,0.656065,0,0,-0.489652,0,1.11022e-16,2.384,468,74,33,33,4,0.24027890089324824
0.012,0.097,59.0,5LE5_A_5LE5_A_3,111.689,101.48,153.471,-0.889954,-0.526268,-18.1513,-1.37377,25.882,-23.6211,158.779,8.6877,2.87797,0,0,0,0.213976,4.59368,1.35184,0,0,0.129188,0,0.112339,2.384,468,43,16,16,2,0.21287310925283084
0.011,0.174,230.0,5LE5_A_5LE5_A_1,97.4997,149.342,859.371,-3.01556,-5.72501,-38.4941,-0.579594,79.9442,-49.4755,849.463,16.8667,7.0554,0,0,0,3.45082,434.752,-0.124703,0,0,0.00540198,0,1.66533e-16,2.384,468,78,61,60,38,0.2502595761689355
0.013,0.386,173.0,5LE5_A_5LE5_A_0,105.798,88.5054,469.831,-4.71765,-4.38142,-40.9071,1.2376,64.7282,-51.8798,479.352,15.0935,10.9978,0,0,0,0.351288,143.962,-0.0688616,0,0,0.0249596,0,0.0,2.384,468,81,43,39,19,0.3941305280439566
0.041,0.229,23.0,5LE5_B_5LE5_K_0,58.5808,62.0615,13.5178,-0.215129,-1.3429,-7.64019,-1.91306,12.7923,-8.93414,14.7545,5.02927,1.36243,0,0,0,0.0313404,1.47275,-0.303936,0,0,-0.173439,0,0.0707293,2.384,465,28,4,4,0,0.5461895995661263
0.024,0.307,36.0,5LE5_B_5LE5_K_1,61.1762,64.2323,109.711,-1.0331,-1.93187,-14.1646,-2.98386,26.2555,-16.7285,110.098,9.05998,1.14216,0,0,0,0.143092,6.8995,-0.295861,0,0,-0.252798,0,0.402878,2.384,465,33,18,18,3,0.4374328602101414
0.012,0.08,12.0,5LE5_B_5LE5_K_4,84.508,82.0763,17.0909,-0.482023,-0.482023,-3.37653,-0.271228,7.10006,-3.5264,14.6454,2.20168,1.30644,0,0,0,0.0026811,0.697716,-0.00367225,0,0,-0.0234625,0,1.66533e-16,2.384,465,21,4,4,0,0.19527407039012412
0.012,0.065,22.0,5LE5_B_5LE5_K_3,80.2244,71.2102,24.9846,-0.0257562,-3.55271e-14,-5.96148,0.0546141,5.5729,-8.89303,29.078,2.53979,2.53212,0,0,0,0.00560257,1.44083,0.0766836,0,0,0.00521583,0,5.55112e-17,2.384,465,13,6,6,0,0.2283686705727116
0.017,0.261,25.0,5LE5_B_5LE5_K_2,51.8264,59.6882,28.9129,-0.341317,-0.066,-9.56421,-1.82934,15.8807,-11.4774,28.8046,5.94158,1.40606,0,0,0,0.0464298,2.29502,0.176543,0,0,-0.233596,0,0.168894,2.384,465,31,8,8,0,0.35292678904528024
0.062,0.396,103.0,5LE5_A_5LE5_B_0,88.5123,51.0354,2.97778,-6.78815,-3.7434,-29.3579,-2.17244,38.2174,-37.7775,22.0105,13.5297,9.09763,0,0,0,0.51545,8.77124,-0.12081,0,0,-0.432749,0,5.55112e-17,2.384,495,62,7,7,0,0.6619541532794085
0.047,0.482,107.0,5LE5_A_5LE5_B_1,80.1136,64.3935,8.03232,-6.65818,-4.06416,-31.3746,-3.17347,41.8001,-40.3478,29.6452,13.9845,8.60394,0,0,0,0.512075,11.9047,-0.132904,0,0,-0.762451,0,5.55112e-17,2.384,495,66,12,11,2,0.6454973344458921
0.028,0.473,129.0,5LE5_A_5LE5_B_4,87.119,66.7893,58.0661,-5.50792,-4.58653,-34.3632,-2.56619,47.9508,-43.5956,73.5822,15.8913,11.6117,0,0,0,0.23788,50.8852,-0.219591,0,0,-0.376749,0,0.00805378,2.384,495,75,22,20,6,0.5241915117222864
0.056,0.506,108.0,5LE5_A_5LE5_B_2,77.3291,68.5319,4.81785,-5.23475,-6.92663,-31.3908,-2.6403,42.1357,-40.2965,25.3585,14.6721,9.61693,0,0,0,0.154153,19.2269,-0.299594,0,0,-0.358841,0,0.0278591,2.384,495,73,14,9,5,0.6383063398557948
0.032,0.541,118.0,5LE5_A_5LE5_B_3,83.5981,53.4602,29.0554,-5.49157,-5.77215,-34.2139,-2.57098,45.6694,-44.2709,50.5924,16.3917,9.09364,0,0,0,0.162645,23.4576,-0.223727,0,0,-0.331113,0,0.0199166,2.384,495,72,19,15,5,0.5492429314811773
0.681,0.471,16.0,5LE5_A_5LE5_H_0,81.1327,39.9779,-1.15956,-0.511778,-0.714817,-5.93456,-0.401027,7.2163,-7.96011,1.91143,5.21863,0.335942,0,0,0,0.04029,1.37917,-0.161292,0,0,-0.198578,0,0.0,2.384,468,24,1,1,0,0.8007376452824478
0.066,0.392,24.0,5LE5_A_5LE5_H_3,81.0903,57.4967,6.68319,-0.717947,-0.959377,-8.43064,-0.492369,10.3257,-11.2578,10.1704,6.86357,1.57027,0,0,0,0.0420225,1.87158,-0.184739,0,0,-0.245872,0,5.55112e-17,2.384,468,33,3,3,0,0.6923141325098502
0.181,0.435,19.0,5LE5_A_5LE5_H_4,82.2341,58.2303,1.86055,-0.736268,-0.589375,-6.68443,-0.352476,8.28516,-8.90209,5.04372,5.73518,0.389092,0,0,0,0.0422946,2.02951,-0.249849,0,0,-0.120402,0,1.11022e-16,2.384,468,25,2,2,0,0.6881305108435061
0.644,0.412,15.0,5LE5_A_5LE5_H_1,79.0252,59.4498,-1.10923,-0.522276,-0.895002,-6.18372,-0.416312,7.77699,-8.18217,1.88834,5.48242,0.256424,0,0,0,0.0384454,1.59891,-0.170141,0,0,-0.182231,0,-1.11022e-16,2.384,468,20,0,0,0,0.7976734447138252
0.22,0.399,16.0,5LE5_A_5LE5_H_2,77.3131,47.6659,2.6561,-0.612424,-0.657898,-6.38691,-0.301506,8.02212,-8.46906,5.67415,5.58498,0.0243379,0,0,0,0.042117,1.85144,-0.167257,0,0,-0.0965521,0,5.55112e-17,2.384,468,20,3,3,0,0.708306736498938
0.444,0.344,20.0,5LE5_B_5LE5_J_2,96.9551,81.2574,2.27763,-0.329819,-2.00095,-8.40862,0.0276181,11.438,-10.1192,6.15752,4.39045,1.38183,0,0,0,0.0148948,1.71936,-0.339689,0,0,0.0121026,0,0.0534901,2.384,462,27,2,2,0,0.751830527931264
0.438,0.351,21.0,5LE5_B_5LE5_J_1,98.734,73.6472,4.20136,-0.326258,-2.27928,-9.03586,-0.038874,12.3978,-10.9303,8.79139,4.83671,1.17365,0,0,0,0.0209305,1.72066,-0.438836,0,0,-0.0193637,0,0.0495913,2.384,462,27,4,4,0,0.7602586170261464
0.277,0.282,20.0,5LE5_B_5LE5_J_4,70.5005,86.456,5.36139,-0.330945,-1.98793,-8.95937,-0.0249949,11.9432,-10.897,10.3733,4.62481,0.939135,0,0,0,0.022941,1.78926,-0.372546,0,0,-0.0180842,0,0.0489513,2.384,462,27,4,4,0,0.6876822564477656
0.607,0.33,22.0,5LE5_B_5LE5_J_0,108.184,74.4222,1.22622,-0.320323,-2.06811,-8.58371,-0.451878,11.6786,-10.3187,6.65894,3.9176,0.962604,0,0,0,0.0249723,1.67903,-0.141324,0,0,-0.185621,0,0.0531467,2.384,462,26,2,2,0,0.7705292886694146
0.414,0.345,21.0,5LE5_B_5LE5_J_3,60.5129,80.2319,4.00482,-0.301027,-2.03648,-8.71908,-0.446794,11.5888,-10.4689,9.19009,4.1352,1.21755,0,0,0,0.011703,1.59582,-0.0221776,0,0,-0.20446,0,0.0603861,2.384,462,27,3,3,0,0.7430148847528314
0.024,0.55,108.0,5LE5_A_5LE5_F_4,82.7373,68.856,34.228,-2.68912,-5.42657,-26.487,-0.995833,38.67,-31.3376,44.5375,11.1463,7.05972,0,0,0,0.137589,28.5046,-0.0175781,0,0,-0.369372,0,-2.22045e-16,2.384,489,69,19,14,8,0.534448433522944
0.034,0.611,116.0,5LE5_A_5LE5_F_1,87.6873,79.001,36.4187,-2.99924,-5.1161,-28.0018,-1.1138,40.6069,-33.8259,47.0686,11.575,8.42176,0,0,0,0.274802,24.5609,-0.0560354,0,0,-0.415513,0,0.0,2.384,489,68,19,13,8,0.6258657018253044
0.04,0.538,113.0,5LE5_A_5LE5_F_2,89.962,74.0106,31.219,-3.87461,-5.59767,-28.2545,-1.37212,41.8552,-33.9249,41.1776,13.2663,8.26347,0,0,0,0.19595,32.8224,-0.0843646,0,0,-0.431302,0,0.0,2.384,489,71,19,15,8,0.5867775442624859
0.118,0.517,91.0,5LE5_A_5LE5_F_0,78.586,71.049,-1.87867,-7.6731,-2.90601,-27.8995,-2.09003,34.4637,-36.0309,20.9613,11.1918,8.26921,0,0,0,0.448396,9.69989,-0.21906,0,0,-0.5083,0,0.113826,2.384,489,64,9,8,1,0.713025832044956
0.031,0.569,111.0,5LE5_A_5LE5_F_3,79.5185,65.2192,28.9366,-2.18033,-4.75562,-27.0728,-1.0925,39.258,-32.4935,39.3834,11.4035,6.77557,0,0,0,0.153141,27.4141,-0.045227,0,0,-0.396995,0,0.0,2.384,489,68,18,12,8,0.5772786253344715
0.017,0.416,52.0,5LE5_J_5LE5_I_0,81.066,67.5934,77.474,-1.70444,-1.40693,-14.3608,-1.55378,21.652,-17.9063,82.9557,7.72791,2.06561,0,0,0,0.305942,1.48941,-0.210027,0,0,-0.0909004,0,-5.55112e-17,2.384,406,50,11,11,0,0.3733762413013392
0.012,0.247,87.0,5LE5_J_5LE5_I_4,93.2394,83.9325,475.253,-3.87733,-5.32416,-24.3881,10.2555,48.6971,-30.33,459.832,12.1072,5.67716,0,0,0,1.53806,209.791,-0.0169096,0,0,0.539314,0,0.543424,2.384,406,58,27,26,16,0.19391368789150087
0.018,0.377,59.0,5LE5_J_5LE5_I_1,79.7332,81.7288,141.789,-0.14076,-0.521692,-15.3404,-0.578187,25.192,-19.5408,143.343,7.36316,2.29146,0,0,0,0.208969,3.64292,-0.460456,0,0,-0.0271883,0,2.77556e-17,2.384,406,51,15,15,0,0.31178528012182016
0.017,0.188,38.0,5LE5_J_5LE5_I_3,67.8968,92.3898,82.5482,-0.361008,-0.849148,-15.0265,-0.218713,22.0416,-19.6715,85.7204,6.30343,4.71692,0,0,0,0.189872,12.4555,-0.397065,0,0,0.0857542,0,0.0141546,2.384,406,35,14,13,4,0.2077581412367573
0.016,0.315,63.0,5LE5_J_5LE5_I_2,75.3498,92.5225,146.572,-0.498371,-0.279654,-17.018,-0.354101,26.9072,-22.2591,149.439,7.82819,3.06403,0,0,0,0.202107,3.96468,-0.429153,0,0,-0.0306928,0,5.55112e-17,2.384,406,55,15,15,1,0.2789814362248202
0.364,0.52,44.0,5LE5_L_5LE5_a_2,46.431,59.8055,-2.74043,-1.9726,-8.94731,-14.643,0.0861044,16.9194,-19.2661,12.2516,8.22409,4.20005,0,0,0,0.0940349,1.88522,0.0547797,0,0,0.0188701,0,0.239758,2.384,432,49,3,3,0,0.7530759331353315
0.231,0.515,48.0,5LE5_L_5LE5_a_4,48.8159,61.7301,3.14422,-1.32868,-4.43357,-15.4301,-0.253887,18.6931,-20.0486,13.8347,7.79634,4.02242,0,0,0,0.155725,1.88532,0.0638905,0,0,-0.0161133,0,0.0890305,2.384,432,50,5,5,0,0.7373565407915769
0.302,0.5,47.0,5LE5_L_5LE5_a_3,43.8659,60.4779,-3.04025,-0.857859,-7.70855,-15.7183,-0.0836849,18.79,-20.479,12.2732,7.13557,3.42741,0,0,0,0.137717,1.84308,-0.0726364,0,0,0.00708324,0,0.108752,2.384,432,50,4,4,0,0.7457104972905961
0.513,0.554,49.0,5LE5_L_5LE5_a_0,44.7247,47.6173,-1.78923,-1.5261,-7.49196,-15.7906,-0.127803,18.902,-20.3379,12.3916,8.18585,3.82945,0,0,0,0.120527,1.81303,-0.0571261,0,0,0.00515686,0,0.107654,2.384,432,49,4,4,0,0.7979673901050756
0.343,0.493,49.0,5LE5_L_5LE5_a_1,44.3863,53.9891,2.15023,-1.33052,-7.18383,-15.6385,-0.171635,19.9569,-20.1628,14.4889,8.19757,3.68749,0,0,0,0.0852258,1.84199,0.0449714,0,0,-0.0179901,0,0.194477,2.384,432,50,6,6,0,0.7552333332078086
0.017,0.376,61.0,5LE5_L_5LE5_b_3,47.4051,37.1174,84.3642,-3.68135,-2.06794,-19.2418,-7.15857,38.4819,-20.4654,83.4792,8.82919,7.14323,0,0,0,0.177018,14.8979,-0.637082,0,0,-0.49417,0,0.0,2.384,418,42,20,19,5,0.3405267300902911
0.012,0.359,76.0,5LE5_L_5LE5_b_4,57.1253,43.951,292.83,-1.40392,-0.847297,-19.6586,-5.76076,39.0289,-22.9224,291.599,8.58869,4.23287,0,0,0,0.514231,10.4345,0.0478174,0,0,-0.588657,0,0.0,2.384,418,55,23,23,3,0.23540514086664777
0.021,0.314,57.0,5LE5_L_5LE5_b_0,40.0868,41.5553,46.3534,-4.23102,-2.70639,-17.7774,-6.60821,34.3033,-19.3302,45.1442,9.65184,8.42288,0,0,0,0.226814,10.1335,-0.479199,0,0,-0.263278,0,0.0,2.384,418,40,20,17,4,0.4411071239445322
0.02,0.315,53.0,5LE5_L_5LE5_b_1,40.0963,37.5525,61.3997,-5.72899,-4.12819,-17.81,-6.23213,34.5028,-18.6514,61.8858,11.0839,7.66361,0,0,0,0.120643,9.78412,-1.03483,0,0,-0.271533,0,0.0,2.384,418,42,12,10,2,0.41883654404470616
0.017,0.331,55.0,5LE5_L_5LE5_b_2,46.6366,37.9458,73.3167,-5.22566,-2.68951,-18.2866,-7.07868,35.639,-18.9324,72.8717,10.8085,7.64729,0,0,0,0.184644,10.7214,-1.1763,0,0,-0.445235,0,-2.77556e-17,2.384,418,42,17,14,4,0.41720593266920913
0.041,0.4,112.0,5LE5_B_5LE5_D_4,72.4302,74.9981,60.7623,-5.53387,-7.80972,-29.9657,-1.65563,45.7015,-36.4556,72.4115,15.3952,8.86302,0,0,0,0.368686,8.93107,-0.220827,0,0,-0.33631,0,0.0,2.384,502,72,14,14,0,0.6146436375956098
0.036,0.406,115.0,5LE5_B_5LE5_D_3,64.3149,68.3594,92.7721,-6.23131,-7.93465,-32.1653,-1.91602,49.0657,-39.5856,106.137,15.9189,9.24894,0,0,0,0.798914,11.1521,-0.119058,0,0,-0.445633,0,0.0,2.384,502,70,21,21,2,0.6396562909551727
0.05,0.43,113.0,5LE5_B_5LE5_D_2,76.8971,66.6654,61.9048,-6.52115,-8.55961,-30.3288,-2.39373,46.1266,-37.1086,74.6564,15.9305,10.0298,0,0,0,0.70319,9.09586,-0.286071,0,0,-0.343707,0,0.0,2.384,502,72,16,16,1,0.6725211632530086
0.096,0.46,108.0,5LE5_B_5LE5_D_0,65.0155,58.886,53.9883,-7.087,-8.44516,-31.2842,-2.43535,45.9628,-38.3792,70.8609,15.6543,8.71293,0,0,0,0.656279,8.50353,-0.200987,0,0,-0.0269396,0,0.0,2.384,502,70,18,18,0,0.7547368153006937
0.066,0.455,108.0,5LE5_B_5LE5_D_1,55.4007,68.2682,34.5325,-6.66359,-7.50718,-29.2992,-2.13406,41.9191,-35.8201,52.0114,14.5007,7.26963,0,0,0,0.844247,9.07397,-0.113312,0,0,-0.475296,0,-1.11022e-16,2.384,502,71,15,15,0,0.704444679056704
0.092,0.267,22.0,5LE5_D_5LE5_H_0,62.8579,42.2744,10.2045,-1.43122,-2.30777,-9.09634,-4.24018,15.0982,-10.0779,14.6164,7.99759,0.985855,0,0,0,0.098535,1.92498,-0.321421,0,0,-1.22866,0,0.111402,2.384,475,24,6,6,0,0.6060869293025947
0.028,0.253,25.0,5LE5_D_5LE5_H_4,60.6563,62.7009,33.9254,-0.72814,-0.377674,-10.2099,-5.90902,18.8552,-11.7673,36.2571,8.307,0.506111,0,0,0,0.248028,3.14582,-0.18771,0,0,-1.63337,0,0.565154,2.384,475,27,12,12,1,0.4865435519818351
0.036,0.28,29.0,5LE5_D_5LE5_H_2,60.4807,58.9523,24.8005,-1.52388,-2.03109,-11.8398,-5.01853,21.8564,-12.8201,26.9559,9.07754,0.69457,0,0,0,0.222413,3.39724,0.386352,0,0,-1.3134,0,0.154144,2.384,475,31,9,9,1,0.5169743061006111
0.046,0.239,26.0,5LE5_D_5LE5_H_1,63.0223,61.1743,13.866,-2.0489,-2.50037,-11.3788,-5.1703,19.655,-12.1419,18.2408,9.61823,1.15092,0,0,0,0.187843,3.42111,-0.53589,0,0,-1.34642,0,0.135751,2.384,475,32,7,7,0,0.5515947036651793
0.028,0.243,24.0,5LE5_D_5LE5_H_3,66.7794,51.0505,13.8225,-1.97025,-2.49195,-11.7034,-5.43766,20.5542,-12.248,17.7721,9.92613,0.88998,0,0,0,0.230725,3.2614,-0.445096,0,0,-1.39215,0,0.137838,2.384,475,32,7,7,2,0.5112369878044666
0.109,0.192,17.0,5LE5_C_5LE5_J_0,39.3892,87.6971,-0.962259,-1.2282,-0.559317,-8.29607,0.709034,10.6105,-11.0032,2.23782,6.53749,-1.08002e-12,0,0,0,0.0616066,2.19478,-0.466288,0,0,0.434288,0,1.11022e-16,2.384,449,19,0,0,0,0.6229249448547316
0.025,0.195,33.0,5LE5_C_5LE5_J_1,46.2029,83.0642,78.7331,-1.29315,-1.35007,-13.1604,1.46938,18.5437,-16.6785,81.1958,9.39459,0.0100604,0,0,0,0.220286,3.56037,-0.135416,0,0,0.516785,0,0.0,2.384,449,29,13,13,0,0.4035326875369723
0.012,0.185,53.0,5LE5_C_5LE5_J_3,50.6461,113.706,320.323,-3.0152,-1.82105,-23.074,-1.20302,42.8469,-24.8269,318.787,13.109,2.3535,0,0,0,0.707902,15.9954,-3.47035,0,0,-0.0804283,0,0.0104957,2.384,449,56,27,27,2,0.2032582972532062
0.017,0.151,32.0,5LE5_C_5LE5_J_2,44.1988,91.5353,93.5247,-1.02438,-0.0190542,-12.6288,0.577549,17.8781,-16.1695,95.3536,9.04054,-2.27374e-13,0,0,0,0.189281,3.25066,-0.110087,0,0,0.437434,0,5.55112e-17,2.384,449,26,13,13,0,0.32416408710205946
0.012,0.167,43.0,5LE5_C_5LE5_J_4,43.265,111.514,206.297,-0.981235,-1.02306,-14.5185,-2.3884,23.3709,-16.9419,208.438,10.1844,1.7934,0,0,0,0.162425,9.71752,-1.7616,0,0,-0.0378167,0,1.11022e-16,2.384,449,42,15,15,2,0.19805209266746604
0.203,0.375,18.0,5LE5_A_5LE5_I_1,82.3539,60.8179,6.2838,-0.212802,-1.18423,-7.37034,-3.8157,13.9224,-7.93675,5.4279,7.44665,0.887878,0,0,0,0.0376826,1.65926,-0.256814,0,0,-0.662057,0,-2.77556e-17,2.384,439,23,1,1,0,0.737741737047052
0.024,0.312,26.0,5LE5_A_5LE5_I_4,84.1326,68.8406,30.6063,-0.518563,-0.637344,-10.4074,-3.64783,18.8524,-11.8638,30.1864,8.77315,0.771078,0,0,0,0.162054,3.0353,-0.473135,0,0,-0.590639,0,-2.77556e-17,2.384,439,31,11,11,0,0.47237694747186165
0.067,0.306,20.0,5LE5_A_5LE5_I_3,88.5797,72.7553,19.8292,-0.791309,-1.21024,-8.58676,-3.85072,16.0126,-9.39854,19.6743,7.84999,0.90394,0,0,0,0.0455357,1.93363,-0.2841,0,0,-0.535418,0,2.77556e-17,2.384,439,27,8,8,0,0.6069357238523975
0.455,0.366,20.0,5LE5_A_5LE5_I_0,87.085,69.7308,10.537,-0.277721,-1.3914,-8.04281,-3.55198,14.3936,-8.90518,10.9047,7.34193,0.870858,0,0,0,0.0376017,1.91749,-0.287848,0,0,-0.554784,0,-5.55112e-17,2.384,439,24,4,4,0,0.7671598324570224
0.067,0.335,20.0,5LE5_A_5LE5_I_2,88.5415,67.2427,14.4797,-0.318,-1.26728,-8.25975,-3.5016,15.335,-9.03541,14.2946,7.40113,0.652438,0,0,0,0.0419115,1.75356,-0.303244,0,0,-0.560119,0,0.0,2.384,439,25,6,6,0,0.6361177000172903
0.059,0.472,106.0,5LE5_D_5LE5_F_4,70.2237,78.9113,12.6426,-7.12947,-5.84724,-29.3004,-3.89971,39.2839,-36.7346,33.8433,13.1637,9.25863,0,0,0,0.662316,7.92589,-0.169172,0,0,-0.589701,0,0.101127,2.384,496,70,9,9,0,0.6701800615886219
0.067,0.476,114.0,5LE5_D_5LE5_F_1,66.4881,74.822,18.6861,-7.67761,-5.97741,-30.4761,-3.67705,41.3419,-38.4555,41.5276,13.8014,8.25155,0,0,0,0.453917,8.05079,0.0548871,0,0,-0.595178,0,0.113826,2.384,496,74,11,11,0,0.7049499690140337
0.061,0.4,112.0,5LE5_D_5LE5_F_2,73.7349,78.7838,15.099,-7.39001,-6.12482,-30.2613,-3.52093,40.4226,-38.3769,39.4993,13.3473,7.698,0,0,0,0.635061,8.44792,-0.340142,0,0,-0.596957,0,0.107778,2.384,496,72,13,13,0,0.7012208629248118
0.138,0.464,103.0,5LE5_D_5LE5_F_0,64.9569,71.8172,14.3482,-7.10884,-5.25935,-29.7312,-3.86622,39.7062,-37.6419,36.6799,13.0172,7.89953,0,0,0,1.29075,8.51876,-0.160033,0,0,-0.58877,0,0.111037,2.384,496,71,10,10,0,0.7711307318427303
0.053,0.432,105.0,5LE5_D_5LE5_F_3,72.6621,71.8683,19.4802,-6.99372,-5.3934,-29.6653,-3.88007,40.3502,-37.3528,39.0064,13.9435,9.64683,0,0,0,0.635808,7.88932,-0.322789,0,0,-0.60207,0,0.107721,2.384,496,72,10,10,0,0.6821311771237488
0.134,0.645,95.0,5LE5_F_5LE5_G_2,66.7215,66.6737,-10.5577,-9.52069,-6.65748,-27.1376,-2.61776,34.0205,-34.518,15.6888,13.2014,7.23923,0,0,0,0.396538,6.90796,-0.0652813,0,0,-0.684981,0,0.097529,2.384,501,65,7,7,0,0.7024037714457914
0.079,0.646,103.0,5LE5_F_5LE5_G_3,65.834,77.2529,1.96796,-8.1353,-6.17182,-29.8092,-2.83461,38.9887,-37.705,22.9848,14.3181,9.91712,0,0,0,1.04351,9.25304,-0.0702244,0,0,-0.668206,0,0.110102,2.384,501,66,7,7,0,0.6981561041548511
0.2,0.637,99.0,5LE5_F_5LE5_G_1,67.2701,54.4192,-6.88987,-9.22681,-6.0469,-29.8083,-2.93592,39.1172,-37.8325,18.5599,13.3678,7.88261,0,0,0,0.760512,7.81747,-0.0985921,0,0,-0.737673,0,0.108749,2.384,501,66,8,8,0,0.7624962080765183
0.029,0.595,113.0,5LE5_F_5LE5_G_4,61.3967,61.5828,18.7077,-4.91046,-7.8163,-29.1163,-3.24091,42.2509,-36.4837,34.4403,15.6051,8.66074,0,0,0,0.325934,11.4808,-0.143761,0,0,-0.869174,0,0.00530788,2.384,501,69,17,15,3,0.5399514240569256
0.227,0.654,96.0,5LE5_F_5LE5_G_0,66.7584,60.5314,-4.48639,-8.79248,-5.43417,-28.4725,-3.09019,37.5008,-36.0442,18.9077,13.0226,8.20116,0,0,0,0.575609,7.26862,-0.14287,0,0,-0.821741,0,0.103863,2.384,501,66,6,6,0,0.7815210210850747
0.017,0.297,41.0,5LE5_J_5LE5_a_0,77.9414,61.8831,17.4838,-1.06594,-2.77325,-11.4396,-3.88083,16.0072,-13.9351,23.0059,7.69139,4.07115,0,0,0,0.226089,4.5704,0.248034,0,0,-0.671312,0,1.66533e-16,2.384,420,36,8,8,0,0.3787755696446137
0.012,0.157,56.0,5LE5_J_5LE5_a_2,85.2405,89.9287,265.149,-0.637821,-0.384968,-17.7348,-1.07599,32.3007,-22.6517,260.668,9.75402,3.23075,0,0,0,0.884789,105.527,0.790691,0,0,-0.017737,0,0.0225598,2.384,420,44,18,17,10,0.20644228599011688
0.014,0.133,66.0,5LE5_J_5LE5_a_3,92.7132,112.997,405.908,-0.516173,-1.53445,-20.1474,0.373804,37.4886,-25.0864,403.043,8.75637,3.37088,0,0,0,0.347831,7.27036,-0.287303,0,0,-0.0126862,0,0.111944,2.384,420,50,28,26,2,0.2061228157450019
0.013,0.045,10.0,5LE5_J_5LE5_a_1,87.6034,76.6264,20.51,-0.00810896,0.0,-5.0407,0.0104836,4.84257,-7.28475,23.2272,3.33923,1.42609,0,0,0,0.00723215,0.264385,0.0727,0,0,-0.0819641,0,1.11022e-16,2.384,420,17,4,4,0,0.2109112326421308
0.012,0.081,54.0,5LE5_J_5LE5_a_4,99.7425,112.724,364.759,-0.280577,0.0,-14.9459,-1.0218,29.7849,-19.4124,361.121,5.92936,2.97791,0,0,0,0.439997,2.61263,0.0483966,0,0,0.00911399,0,0.108493,2.384,420,43,14,14,0,0.19614202201842373
0.139,0.394,29.0,5LE5_D_5LE5_L_1,55.6859,45.5504,3.0596,-0.306647,-1.72314,-7.75262,-1.66501,13.6762,-8.98088,4.27759,4.67887,0.850192,0,0,0,0.0202882,2.26634,0.0589774,0,0,-0.119136,0,0.0448722,2.384,454,28,1,1,0,0.6910996903242737
