Entry ID,Total Number of Polymer Instances (Chains),Resolution (Å),Entity Polymer Type,Total Number of polymer Entity Instances (Chains) per Entity,ecod_count,ecod_id
7UYM,4.0,2.2,Protein,1,0,[]
7UYM,4.0,2.2,Protein,1,0,[]
7UYM,4.0,2.2,Protein,1,0,[]
7UYM,4.0,2.2,Protein,1,0,[]
7V2W,5.0,3.2,Protein,1,1,5.1.4.40
7V2W,5.0,3.2,Protein,1,1,5.1.4.40
7V2W,5.0,3.2,Protein,1,1,5.1.4.40
7V2W,5.0,3.2,Protein,1,1,5.1.4.40
7V2W,5.0,3.2,Protein,1,1,5.1.4.40
7V5G,28.0,4.47,Protein,2,28,210.1.1.2
7V5G,28.0,4.47,Protein,2,28,210.1.1.2
7V5G,28.0,4.47,Protein,2,28,210.1.1.2
7V5G,28.0,4.47,Protein,2,28,210.1.1.2
7V5G,28.0,4.47,Protein,2,28,210.1.1.2
7V5G,28.0,4.47,Protein,2,28,210.1.1.2
7V5G,28.0,4.47,Protein,2,28,210.1.1.2
7V5G,28.0,4.47,Protein,2,28,210.1.1.2
7V5G,28.0,4.47,Protein,2,28,210.1.1.2
7V5G,28.0,4.47,Protein,2,28,210.1.1.2
7V5G,28.0,4.47,Protein,2,28,210.1.1.2
7V5G,28.0,4.47,Protein,2,28,210.1.1.2
7V5G,28.0,4.47,Protein,2,28,210.1.1.2
7V5G,28.0,4.47,Protein,2,28,210.1.1.2
7V5M,28.0,3.88,Protein,2,28,210.1.1.2
7V5M,28.0,3.88,Protein,2,28,210.1.1.2
7V5M,28.0,3.88,Protein,2,28,210.1.1.2
7V5M,28.0,3.88,Protein,2,28,210.1.1.2
7V5M,28.0,3.88,Protein,2,28,210.1.1.2
7V5M,28.0,3.88,Protein,2,28,210.1.1.2
7V5M,28.0,3.88,Protein,2,28,210.1.1.2
7V5M,28.0,3.88,Protein,2,28,210.1.1.2
7V5M,28.0,3.88,Protein,2,28,210.1.1.2
7V5M,28.0,3.88,Protein,2,28,210.1.1.2
7V5M,28.0,3.88,Protein,2,28,210.1.1.2
7V5M,28.0,3.88,Protein,2,28,210.1.1.2
7V5M,28.0,3.88,Protein,2,28,210.1.1.2
7V5M,28.0,3.88,Protein,2,28,210.1.1.2
7V8L,5.0,3.5,Protein,1,2,2004.1.1.1404
7V8L,5.0,3.5,Protein,1,2,2004.1.1.1404
7V8L,5.0,3.5,Protein,1,2,2004.1.1.1404
7V8L,5.0,3.5,Protein,2,2,2004.1.1.1404
7VBY,10.0,2.54,Protein,2,2,5084.5.1.8
7VBY,10.0,2.54,Protein,2,2,5084.5.1.8
7VBY,10.0,2.54,Protein,2,2,5084.5.1.8
7VBY,10.0,2.54,Protein,2,2,5084.5.1.8
7VBY,10.0,2.54,Protein,2,2,5084.5.1.8
7VC4,10.0,3.74,Protein,2,2,5084.5.1.8
7VC4,10.0,3.74,Protein,2,2,5084.5.1.8
7VC4,10.0,3.74,Protein,2,2,5084.5.1.8
7VC4,10.0,3.74,Protein,2,2,5084.5.1.8
7VC4,10.0,3.74,Protein,2,2,5084.5.1.8
7VCF,15.0,"2.5, 2.5",Protein,1,0,[]
7VCF,15.0,"2.5, 2.5",Protein,1,0,[]
7VCF,15.0,"2.5, 2.5",Protein,1,0,[]
7VCF,15.0,"2.5, 2.5",Protein,1,0,[]
7VCF,15.0,"2.5, 2.5",Protein,1,0,[]
7VCF,15.0,"2.5, 2.5",Protein,1,0,[]
7VCF,15.0,"2.5, 2.5",Protein,1,0,[]
7VCF,15.0,"2.5, 2.5",Protein,1,0,[]
7VCF,15.0,"2.5, 2.5",Protein,1,0,[]
7VCF,15.0,"2.5, 2.5",Protein,1,0,[]
7VCF,15.0,"2.5, 2.5",Protein,1,0,[]
7VCF,15.0,"2.5, 2.5",Protein,1,0,[]
7VCF,15.0,"2.5, 2.5",Protein,1,0,[]
7VCF,15.0,"2.5, 2.5",Protein,1,0,[]
7VCF,15.0,"2.5, 2.5",Protein,1,0,[]
7VD2,10.0,2.53,Protein,2,2,5084.5.1.8
7VD2,10.0,2.53,Protein,2,2,5084.5.1.8
7VD2,10.0,2.53,Protein,2,2,5084.5.1.8
7VD2,10.0,2.53,Protein,2,2,5084.5.1.8
7VD2,10.0,2.53,Protein,2,2,5084.5.1.8
7VDD,10.0,3.74,Protein,2,2,5084.5.1.8
7VDD,10.0,3.74,Protein,2,2,5084.5.1.8
7VDD,10.0,3.74,Protein,2,2,5084.5.1.8
7VDD,10.0,3.74,Protein,2,2,5084.5.1.8
7VDD,10.0,3.74,Protein,2,2,5084.5.1.8
7VFJ,6.0,3.98,Protein,2,0,[]
7VFJ,6.0,3.98,Protein,2,0,[]
7VFJ,6.0,3.98,Protein,1,0,[]
7VFJ,6.0,3.98,Protein,1,0,[]
7VFP,6.0,4.03,Protein,2,0,[]
7VFP,6.0,4.03,Protein,2,0,[]
7VFP,6.0,4.03,Protein,1,0,[]
7VFP,6.0,4.03,Protein,1,0,[]
7VIF,5.0,2.83,Protein,1,0,[]
7VIF,5.0,2.83,Protein,1,0,[]
7VIF,5.0,2.83,Protein,1,0,[]
7VIF,5.0,2.83,Protein,1,0,[]
7VIF,5.0,2.83,Protein,1,0,[]
7VIG,5.0,2.89,Protein,1,0,[]
7VIG,5.0,2.89,Protein,1,0,[]
7VIG,5.0,2.89,Protein,1,0,[]
7VIG,5.0,2.89,Protein,1,0,[]
7VIG,5.0,2.89,Protein,1,0,[]
7VIH,5.0,2.98,Protein,1,0,[]
7VIH,5.0,2.98,Protein,1,0,[]
7VIH,5.0,2.98,Protein,1,0,[]
7VIH,5.0,2.98,Protein,1,0,[]
7VIH,5.0,2.98,Protein,1,0,[]
7VKU,4.0,3.2,Protein,1,0,[]
7VKU,4.0,3.2,Protein,1,0,[]
7VKU,4.0,3.2,Protein,1,0,[]
7VKU,4.0,3.2,Protein,1,0,[]
7VLC,8.0,2.2,Protein,2,8,106.1.1.2
7VLC,8.0,2.2,Protein,2,8,106.1.1.2
7VLC,8.0,2.2,Protein,2,8,106.1.1.2
7VLC,8.0,2.2,Protein,2,8,106.1.1.2
7VLD,8.0,2.1,Protein,2,8,106.1.1.2
7VLD,8.0,2.1,Protein,2,8,106.1.1.2
7VLD,8.0,2.1,Protein,2,8,106.1.1.2
7VLD,8.0,2.1,Protein,2,8,106.1.1.2
7VLE,8.0,2.3,Protein,2,8,106.1.1.2
7VLE,8.0,2.3,Protein,2,8,106.1.1.2
7VLE,8.0,2.3,Protein,2,8,106.1.1.2
7VLE,8.0,2.3,Protein,2,8,106.1.1.2
7VLF,8.0,2.4,Protein,2,8,106.1.1.2
7VLF,8.0,2.4,Protein,2,8,106.1.1.2
7VLF,8.0,2.4,Protein,2,8,106.1.1.2
7VLF,8.0,2.4,Protein,2,8,106.1.1.2
7VMG,6.0,2.39,Protein,2,0,[]
7VMG,6.0,2.39,Protein,2,0,[]
7VMG,6.0,2.39,Protein,1,0,[]
7VMG,6.0,2.39,Protein,1,0,[]
7VMJ,6.0,2.9,Protein,2,0,[]
7VMJ,6.0,2.9,Protein,2,0,[]
7VMJ,6.0,2.9,Protein,1,0,[]
7VMJ,6.0,2.9,Protein,1,0,[]
7VMK,6.0,2.5,Protein,2,0,[]
7VMK,6.0,2.5,Protein,2,0,[]
7VMK,6.0,2.5,Protein,1,0,[]
7VMK,6.0,2.5,Protein,1,0,[]
7VUW,26.0,1.6,Protein,2,0,[]
7VUW,26.0,1.6,Protein,2,0,[]
7VUW,26.0,1.6,Protein,2,0,[]
7VUW,26.0,1.6,Protein,2,0,[]
7VUW,26.0,1.6,Protein,2,0,[]
7VUW,26.0,1.6,Protein,2,0,[]
7VUW,26.0,1.6,Protein,2,0,[]
7VUW,26.0,1.6,Protein,2,0,[]
7VUW,26.0,1.6,Protein,2,0,[]
7VUW,26.0,1.6,Protein,2,0,[]
7VUW,26.0,1.6,Protein,2,0,[]
7VUW,26.0,1.6,Protein,2,0,[]
7VUW,26.0,1.6,Protein,2,0,[]
7VVR,26.0,1.65,Protein,2,0,[]
7VVR,26.0,1.65,Protein,2,0,[]
7VVR,26.0,1.65,Protein,2,0,[]
7VVR,26.0,1.65,Protein,2,0,[]
7VVR,26.0,1.65,Protein,2,0,[]
7VVR,26.0,1.65,Protein,2,0,[]
7VVR,26.0,1.65,Protein,2,0,[]
7VVR,26.0,1.65,Protein,2,0,[]
7VVR,26.0,1.65,Protein,2,0,[]
7VVR,26.0,1.65,Protein,2,0,[]
7VVR,26.0,1.65,Protein,2,0,[]
7VVR,26.0,1.65,Protein,2,0,[]
7VVR,26.0,1.65,Protein,2,0,[]
7VVY,6.0,3.1,Protein,1,2,"2484.1.1.509,2484.1.1.510"
7VVY,6.0,3.1,Protein,1,2,"2484.1.1.509,2484.1.1.510"
7VVY,6.0,3.1,Protein,1,2,"2484.1.1.509,2484.1.1.510"
7VVY,6.0,3.1,Protein,1,2,"2484.1.1.509,2484.1.1.510"
7VVY,6.0,3.1,Protein,1,2,"2484.1.1.509,2484.1.1.510"
7VVY,6.0,3.1,Protein,1,2,"2484.1.1.509,2484.1.1.510"
7VXP,18.0,2.7,Protein,1,0,[]
7VXP,18.0,2.7,Protein,1,0,[]
7VXP,18.0,2.7,Protein,1,0,[]
7VXP,18.0,2.7,Protein,1,0,[]
7VXP,18.0,2.7,Protein,1,0,[]
7VXP,18.0,2.7,Protein,1,0,[]
7VXP,18.0,2.7,Protein,1,0,[]
7VXP,18.0,2.7,Protein,1,0,[]
7VXP,18.0,2.7,Protein,1,0,[]
7VXP,18.0,2.7,Protein,1,0,[]
7VXP,18.0,2.7,Protein,1,0,[]
7VXP,18.0,2.7,Protein,1,0,[]
7VXP,18.0,2.7,Protein,1,0,[]
7VXP,18.0,2.7,Protein,1,0,[]
7VXP,18.0,2.7,Protein,1,0,[]
7VXP,18.0,2.7,Protein,1,0,[]
7VXP,18.0,2.7,Protein,1,0,[]
7VXP,18.0,2.7,Protein,1,0,[]
7VXS,29.0,2.9,Protein,1,0,[]
7VXS,29.0,2.9,Protein,1,0,[]
7VXS,29.0,2.9,Protein,1,0,[]
7VXS,29.0,2.9,Protein,1,0,[]
7VXS,29.0,2.9,Protein,1,0,[]
7VXS,29.0,2.9,Protein,1,0,[]
7VXS,29.0,2.9,Protein,1,0,[]
7VXS,29.0,2.9,Protein,1,0,[]
7VXS,29.0,2.9,Protein,1,0,[]
7VXS,29.0,2.9,Protein,1,0,[]
7VXS,29.0,2.9,Protein,1,0,[]
7VXS,29.0,2.9,Protein,1,0,[]
7VXS,29.0,2.9,Protein,1,0,[]
7VXS,29.0,2.9,Protein,1,0,[]
7VXS,29.0,2.9,Protein,1,0,[]
7VXS,29.0,2.9,Protein,1,0,[]
7VXS,29.0,2.9,Protein,1,0,[]
7VXS,29.0,2.9,Protein,1,0,[]
7VXS,29.0,2.9,Protein,1,0,[]
7VXS,29.0,2.9,Protein,1,0,[]
7VXS,29.0,2.9,Protein,1,0,[]
7VXS,29.0,2.9,Protein,1,0,[]
7VXS,29.0,2.9,Protein,1,0,[]
7VXS,29.0,2.9,Protein,1,0,[]
7VXS,29.0,2.9,Protein,1,0,[]
7VXS,29.0,2.9,Protein,1,0,[]
7VXS,29.0,2.9,Protein,1,0,[]
7VXS,29.0,2.9,Protein,1,0,[]
7VXS,29.0,2.9,Protein,1,0,[]
7VXU,18.0,2.8,Protein,1,0,[]
7VXU,18.0,2.8,Protein,1,0,[]
7VXU,18.0,2.8,Protein,1,0,[]
7VXU,18.0,2.8,Protein,1,0,[]
7VXU,18.0,2.8,Protein,1,0,[]
7VXU,18.0,2.8,Protein,1,0,[]
7VXU,18.0,2.8,Protein,1,0,[]
7VXU,18.0,2.8,Protein,1,0,[]
7VXU,18.0,2.8,Protein,1,0,[]
7VXU,18.0,2.8,Protein,1,0,[]
7VXU,18.0,2.8,Protein,1,0,[]
7VXU,18.0,2.8,Protein,1,0,[]
7VXU,18.0,2.8,Protein,1,0,[]
7VXU,18.0,2.8,Protein,1,0,[]
7VXU,18.0,2.8,Protein,1,0,[]
7VXU,18.0,2.8,Protein,1,0,[]
7VXU,18.0,2.8,Protein,1,0,[]
7VXU,18.0,2.8,Protein,1,0,[]
7VY1,29.0,3.3,Protein,1,0,[]
7VY1,29.0,3.3,Protein,1,0,[]
7VY1,29.0,3.3,Protein,1,0,[]
7VY1,29.0,3.3,Protein,1,0,[]
7VY1,29.0,3.3,Protein,1,0,[]
7VY1,29.0,3.3,Protein,1,0,[]
7VY1,29.0,3.3,Protein,1,0,[]
7VY1,29.0,3.3,Protein,1,0,[]
7VY1,29.0,3.3,Protein,1,0,[]
7VY1,29.0,3.3,Protein,1,0,[]
7VY1,29.0,3.3,Protein,1,0,[]
7VY1,29.0,3.3,Protein,1,0,[]
7VY1,29.0,3.3,Protein,1,0,[]
7VY1,29.0,3.3,Protein,1,0,[]
7VY1,29.0,3.3,Protein,1,0,[]
7VY1,29.0,3.3,Protein,1,0,[]
7VY1,29.0,3.3,Protein,1,0,[]
7VY1,29.0,3.3,Protein,1,0,[]
7VY1,29.0,3.3,Protein,1,0,[]
7VY1,29.0,3.3,Protein,1,0,[]
7VY1,29.0,3.3,Protein,1,0,[]
7VY1,29.0,3.3,Protein,1,0,[]
7VY1,29.0,3.3,Protein,1,0,[]
7VY1,29.0,3.3,Protein,1,0,[]
7VY1,29.0,3.3,Protein,1,0,[]
7VY1,29.0,3.3,Protein,1,0,[]
7VY1,29.0,3.3,Protein,1,0,[]
7VY1,29.0,3.3,Protein,1,0,[]
7VY1,29.0,3.3,Protein,1,0,[]
7VY8,18.0,2.6,Protein,1,0,[]
7VY8,18.0,2.6,Protein,1,0,[]
7VY8,18.0,2.6,Protein,1,0,[]
7VY8,18.0,2.6,Protein,1,0,[]
7VY8,18.0,2.6,Protein,1,0,[]
7VY8,18.0,2.6,Protein,1,0,[]
7VY8,18.0,2.6,Protein,1,0,[]
7VY8,18.0,2.6,Protein,1,0,[]
7VY8,18.0,2.6,Protein,1,0,[]
7VY8,18.0,2.6,Protein,1,0,[]
7VY8,18.0,2.6,Protein,1,0,[]
7VY8,18.0,2.6,Protein,1,0,[]
7VY8,18.0,2.6,Protein,1,0,[]
7VY8,18.0,2.6,Protein,1,0,[]
7VY8,18.0,2.6,Protein,1,0,[]
7VY8,18.0,2.6,Protein,1,0,[]
7VY8,18.0,2.6,Protein,1,0,[]
7VY8,18.0,2.6,Protein,1,0,[]
7VY9,29.0,2.9,Protein,1,0,[]
7VY9,29.0,2.9,Protein,1,0,[]
7VY9,29.0,2.9,Protein,1,0,[]
7VY9,29.0,2.9,Protein,1,0,[]
7VY9,29.0,2.9,Protein,1,0,[]
7VY9,29.0,2.9,Protein,1,0,[]
7VY9,29.0,2.9,Protein,1,0,[]
7VY9,29.0,2.9,Protein,1,0,[]
7VY9,29.0,2.9,Protein,1,0,[]
7VY9,29.0,2.9,Protein,1,0,[]
7VY9,29.0,2.9,Protein,1,0,[]
7VY9,29.0,2.9,Protein,1,0,[]
7VY9,29.0,2.9,Protein,1,0,[]
7VY9,29.0,2.9,Protein,1,0,[]
7VY9,29.0,2.9,Protein,1,0,[]
7VY9,29.0,2.9,Protein,1,0,[]
7VY9,29.0,2.9,Protein,1,0,[]
7VY9,29.0,2.9,Protein,1,0,[]
7VY9,29.0,2.9,Protein,1,0,[]
7VY9,29.0,2.9,Protein,1,0,[]
7VY9,29.0,2.9,Protein,1,0,[]
7VY9,29.0,2.9,Protein,1,0,[]
7VY9,29.0,2.9,Protein,1,0,[]
7VY9,29.0,2.9,Protein,1,0,[]
7VY9,29.0,2.9,Protein,1,0,[]
7VY9,29.0,2.9,Protein,1,0,[]
7VY9,29.0,2.9,Protein,1,0,[]
7VY9,29.0,2.9,Protein,1,0,[]
7VY9,29.0,2.9,Protein,1,0,[]
7VYA,18.0,2.8,Protein,1,0,[]
7VYA,18.0,2.8,Protein,1,0,[]
7VYA,18.0,2.8,Protein,1,0,[]
7VYA,18.0,2.8,Protein,1,0,[]
7VYA,18.0,2.8,Protein,1,0,[]
7VYA,18.0,2.8,Protein,1,0,[]
7VYA,18.0,2.8,Protein,1,0,[]
7VYA,18.0,2.8,Protein,1,0,[]
7VYA,18.0,2.8,Protein,1,0,[]
7VYA,18.0,2.8,Protein,1,0,[]
7VYA,18.0,2.8,Protein,1,0,[]
7VYA,18.0,2.8,Protein,1,0,[]
7VYA,18.0,2.8,Protein,1,0,[]
7VYA,18.0,2.8,Protein,1,0,[]
7VYA,18.0,2.8,Protein,1,0,[]
7VYA,18.0,2.8,Protein,1,0,[]
7VYA,18.0,2.8,Protein,1,0,[]
7VYA,18.0,2.8,Protein,1,0,[]
7VYE,29.0,3.1,Protein,1,0,[]
7VYE,29.0,3.1,Protein,1,0,[]
7VYE,29.0,3.1,Protein,1,0,[]
7VYE,29.0,3.1,Protein,1,0,[]
7VYE,29.0,3.1,Protein,1,0,[]
7VYE,29.0,3.1,Protein,1,0,[]
7VYE,29.0,3.1,Protein,1,0,[]
7VYE,29.0,3.1,Protein,1,0,[]
7VYE,29.0,3.1,Protein,1,0,[]
7VYE,29.0,3.1,Protein,1,0,[]
7VYE,29.0,3.1,Protein,1,0,[]
7VYE,29.0,3.1,Protein,1,0,[]
7VYE,29.0,3.1,Protein,1,0,[]
7VYE,29.0,3.1,Protein,1,0,[]
7VYE,29.0,3.1,Protein,1,0,[]
7VYE,29.0,3.1,Protein,1,0,[]
7VYE,29.0,3.1,Protein,1,0,[]
7VYE,29.0,3.1,Protein,1,0,[]
7VYE,29.0,3.1,Protein,1,0,[]
7VYE,29.0,3.1,Protein,1,0,[]
7VYE,29.0,3.1,Protein,1,0,[]
7VYE,29.0,3.1,Protein,1,0,[]
7VYE,29.0,3.1,Protein,1,0,[]
7VYE,29.0,3.1,Protein,1,0,[]
7VYE,29.0,3.1,Protein,1,0,[]
7VYE,29.0,3.1,Protein,1,0,[]
7VYE,29.0,3.1,Protein,1,0,[]
7VYE,29.0,3.1,Protein,1,0,[]
7VYE,29.0,3.1,Protein,1,0,[]
7VYF,18.0,2.8,Protein,1,0,[]
7VYF,18.0,2.8,Protein,1,0,[]
7VYF,18.0,2.8,Protein,1,0,[]
7VYF,18.0,2.8,Protein,1,0,[]
7VYF,18.0,2.8,Protein,1,0,[]
7VYF,18.0,2.8,Protein,1,0,[]
7VYF,18.0,2.8,Protein,1,0,[]
7VYF,18.0,2.8,Protein,1,0,[]
7VYF,18.0,2.8,Protein,1,0,[]
7VYF,18.0,2.8,Protein,1,0,[]
7VYF,18.0,2.8,Protein,1,0,[]
7VYF,18.0,2.8,Protein,1,0,[]
7VYF,18.0,2.8,Protein,1,0,[]
7VYF,18.0,2.8,Protein,1,0,[]
7VYF,18.0,2.8,Protein,1,0,[]
7VYF,18.0,2.8,Protein,1,0,[]
7VYF,18.0,2.8,Protein,1,0,[]
7VYF,18.0,2.8,Protein,1,0,[]
7VYG,29.0,2.9,Protein,1,0,[]
7VYG,29.0,2.9,Protein,1,0,[]
7VYG,29.0,2.9,Protein,1,0,[]
7VYG,29.0,2.9,Protein,1,0,[]
7VYG,29.0,2.9,Protein,1,0,[]
7VYG,29.0,2.9,Protein,1,0,[]
7VYG,29.0,2.9,Protein,1,0,[]
7VYG,29.0,2.9,Protein,1,0,[]
7VYG,29.0,2.9,Protein,1,0,[]
7VYG,29.0,2.9,Protein,1,0,[]
7VYG,29.0,2.9,Protein,1,0,[]
7VYG,29.0,2.9,Protein,1,0,[]
7VYG,29.0,2.9,Protein,1,0,[]
7VYG,29.0,2.9,Protein,1,0,[]
7VYG,29.0,2.9,Protein,1,0,[]
7VYG,29.0,2.9,Protein,1,0,[]
7VYG,29.0,2.9,Protein,1,0,[]
7VYG,29.0,2.9,Protein,1,0,[]
7VYG,29.0,2.9,Protein,1,0,[]
7VYG,29.0,2.9,Protein,1,0,[]
7VYG,29.0,2.9,Protein,1,0,[]
7VYG,29.0,2.9,Protein,1,0,[]
7VYG,29.0,2.9,Protein,1,0,[]
7VYG,29.0,2.9,Protein,1,0,[]
7VYG,29.0,2.9,Protein,1,0,[]
7VYG,29.0,2.9,Protein,1,0,[]
7VYG,29.0,2.9,Protein,1,0,[]
7VYG,29.0,2.9,Protein,1,0,[]
7VYG,29.0,2.9,Protein,1,0,[]
7VYH,18.0,2.9,Protein,1,0,[]
7VYH,18.0,2.9,Protein,1,0,[]
7VYH,18.0,2.9,Protein,1,0,[]
7VYH,18.0,2.9,Protein,1,0,[]
7VYH,18.0,2.9,Protein,1,0,[]
7VYH,18.0,2.9,Protein,1,0,[]
7VYH,18.0,2.9,Protein,1,0,[]
7VYH,18.0,2.9,Protein,1,0,[]
7VYH,18.0,2.9,Protein,1,0,[]
7VYH,18.0,2.9,Protein,1,0,[]
7VYH,18.0,2.9,Protein,1,0,[]
7VYH,18.0,2.9,Protein,1,0,[]
7VYH,18.0,2.9,Protein,1,0,[]
7VYH,18.0,2.9,Protein,1,0,[]
7VYH,18.0,2.9,Protein,1,0,[]
7VYH,18.0,2.9,Protein,1,0,[]
7VYH,18.0,2.9,Protein,1,0,[]
7VYH,18.0,2.9,Protein,1,0,[]
7VYI,29.0,3.1,Protein,1,0,[]
7VYI,29.0,3.1,Protein,1,0,[]
7VYI,29.0,3.1,Protein,1,0,[]
7VYI,29.0,3.1,Protein,1,0,[]
7VYI,29.0,3.1,Protein,1,0,[]
7VYI,29.0,3.1,Protein,1,0,[]
7VYI,29.0,3.1,Protein,1,0,[]
7VYI,29.0,3.1,Protein,1,0,[]
7VYI,29.0,3.1,Protein,1,0,[]
7VYI,29.0,3.1,Protein,1,0,[]
7VYI,29.0,3.1,Protein,1,0,[]
7VYI,29.0,3.1,Protein,1,0,[]
7VYI,29.0,3.1,Protein,1,0,[]
7VYI,29.0,3.1,Protein,1,0,[]
7VYI,29.0,3.1,Protein,1,0,[]
7VYI,29.0,3.1,Protein,1,0,[]
7VYI,29.0,3.1,Protein,1,0,[]
7VYI,29.0,3.1,Protein,1,0,[]
7VYI,29.0,3.1,Protein,1,0,[]
7VYI,29.0,3.1,Protein,1,0,[]
7VYI,29.0,3.1,Protein,1,0,[]
7VYI,29.0,3.1,Protein,1,0,[]
7VYI,29.0,3.1,Protein,1,0,[]
7VYI,29.0,3.1,Protein,1,0,[]
7VYI,29.0,3.1,Protein,1,0,[]
7VYI,29.0,3.1,Protein,1,0,[]
7VYI,29.0,3.1,Protein,1,0,[]
7VYI,29.0,3.1,Protein,1,0,[]
7VYI,29.0,3.1,Protein,1,0,[]
7VYN,18.0,2.4,Protein,1,0,[]
7VYN,18.0,2.4,Protein,1,0,[]
7VYN,18.0,2.4,Protein,1,0,[]
7VYN,18.0,2.4,Protein,1,0,[]
7VYN,18.0,2.4,Protein,1,0,[]
7VYN,18.0,2.4,Protein,1,0,[]
7VYN,18.0,2.4,Protein,1,0,[]
7VYN,18.0,2.4,Protein,1,0,[]
7VYN,18.0,2.4,Protein,1,0,[]
7VYN,18.0,2.4,Protein,1,0,[]
7VYN,18.0,2.4,Protein,1,0,[]
7VYN,18.0,2.4,Protein,1,0,[]
7VYN,18.0,2.4,Protein,1,0,[]
7VYN,18.0,2.4,Protein,1,0,[]
7VYN,18.0,2.4,Protein,1,0,[]
7VYN,18.0,2.4,Protein,1,0,[]
7VYN,18.0,2.4,Protein,1,0,[]
7VYN,18.0,2.4,Protein,1,0,[]
7VYS,29.0,2.5,Protein,1,0,[]
7VYS,29.0,2.5,Protein,1,0,[]
7VYS,29.0,2.5,Protein,1,0,[]
7VYS,29.0,2.5,Protein,1,0,[]
7VYS,29.0,2.5,Protein,1,0,[]
7VYS,29.0,2.5,Protein,1,0,[]
7VYS,29.0,2.5,Protein,1,0,[]
7VYS,29.0,2.5,Protein,1,0,[]
7VYS,29.0,2.5,Protein,1,0,[]
7VYS,29.0,2.5,Protein,1,0,[]
7VYS,29.0,2.5,Protein,1,0,[]
7VYS,29.0,2.5,Protein,1,0,[]
7VYS,29.0,2.5,Protein,1,0,[]
7VYS,29.0,2.5,Protein,1,0,[]
7VYS,29.0,2.5,Protein,1,0,[]
7VYS,29.0,2.5,Protein,1,0,[]
7VYS,29.0,2.5,Protein,1,0,[]
7VYS,29.0,2.5,Protein,1,0,[]
7VYS,29.0,2.5,Protein,1,0,[]
7VYS,29.0,2.5,Protein,1,0,[]
7VYS,29.0,2.5,Protein,1,0,[]
7VYS,29.0,2.5,Protein,1,0,[]
7VYS,29.0,2.5,Protein,1,0,[]
7VYS,29.0,2.5,Protein,1,0,[]
7VYS,29.0,2.5,Protein,1,0,[]
7VYS,29.0,2.5,Protein,1,0,[]
7VYS,29.0,2.5,Protein,1,0,[]
7VYS,29.0,2.5,Protein,1,0,[]
7VYS,29.0,2.5,Protein,1,0,[]
7VZ1,18.0,2.5,Protein,1,0,[]
7VZ1,18.0,2.5,Protein,1,0,[]
7VZ1,18.0,2.5,Protein,1,0,[]
7VZ1,18.0,2.5,Protein,1,0,[]
7VZ1,18.0,2.5,Protein,1,0,[]
7VZ1,18.0,2.5,Protein,1,0,[]
7VZ1,18.0,2.5,Protein,1,0,[]
7VZ1,18.0,2.5,Protein,1,0,[]
7VZ1,18.0,2.5,Protein,1,0,[]
7VZ1,18.0,2.5,Protein,1,0,[]
7VZ1,18.0,2.5,Protein,1,0,[]
7VZ1,18.0,2.5,Protein,1,0,[]
7VZ1,18.0,2.5,Protein,1,0,[]
7VZ1,18.0,2.5,Protein,1,0,[]
7VZ1,18.0,2.5,Protein,1,0,[]
7VZ1,18.0,2.5,Protein,1,0,[]
7VZ1,18.0,2.5,Protein,1,0,[]
7VZ1,18.0,2.5,Protein,1,0,[]
7VZ8,29.0,2.7,Protein,1,0,[]
7VZ8,29.0,2.7,Protein,1,0,[]
7VZ8,29.0,2.7,Protein,1,0,[]
7VZ8,29.0,2.7,Protein,1,0,[]
7VZ8,29.0,2.7,Protein,1,0,[]
7VZ8,29.0,2.7,Protein,1,0,[]
7VZ8,29.0,2.7,Protein,1,0,[]
7VZ8,29.0,2.7,Protein,1,0,[]
7VZ8,29.0,2.7,Protein,1,0,[]
7VZ8,29.0,2.7,Protein,1,0,[]
7VZ8,29.0,2.7,Protein,1,0,[]
7VZ8,29.0,2.7,Protein,1,0,[]
7VZ8,29.0,2.7,Protein,1,0,[]
7VZ8,29.0,2.7,Protein,1,0,[]
7VZ8,29.0,2.7,Protein,1,0,[]
7VZ8,29.0,2.7,Protein,1,0,[]
7VZ8,29.0,2.7,Protein,1,0,[]
7VZ8,29.0,2.7,Protein,1,0,[]
7VZ8,29.0,2.7,Protein,1,0,[]
7VZ8,29.0,2.7,Protein,1,0,[]
7VZ8,29.0,2.7,Protein,1,0,[]
7VZ8,29.0,2.7,Protein,1,0,[]
7VZ8,29.0,2.7,Protein,1,0,[]
7VZ8,29.0,2.7,Protein,1,0,[]
7VZ8,29.0,2.7,Protein,1,0,[]
7VZ8,29.0,2.7,Protein,1,0,[]
7VZ8,29.0,2.7,Protein,1,0,[]
7VZ8,29.0,2.7,Protein,1,0,[]
7VZ8,29.0,2.7,Protein,1,0,[]
7VZR,12.0,"2.22, 2.22",Protein,2,0,[]
7VZR,12.0,"2.22, 2.22",Protein,2,0,[]
7VZR,12.0,"2.22, 2.22",Protein,2,0,[]
7VZR,12.0,"2.22, 2.22",Protein,1,0,[]
7VZR,12.0,"2.22, 2.22",Protein,2,0,[]
7VZR,12.0,"2.22, 2.22",Protein,2,0,[]
7VZR,12.0,"2.22, 2.22",Protein,1,0,[]
7VZV,45.0,3.2,Protein,1,0,[]
7VZV,45.0,3.2,Protein,1,0,[]
7VZV,45.0,3.2,Protein,1,0,[]
7VZV,45.0,3.2,Protein,1,0,[]
7VZV,45.0,3.2,Protein,2,0,[]
